pmc	pmid	filename	fullpath
3192991	22016725	PMC3192991.nxml	./data/non_comm_use.C-H.xml/Front_Integr_Neurosci/PMC3192991.nxml
3207133	21822922	PMC3207133.nxml	./data/non_comm_use.I-N.xml/Neurochem_Res/PMC3207133.nxml
6292185	30564616	PMC6292185.nxml	./data/non_comm_use.A-B.xml/Ann_Clin_Transl_Neurol/PMC6292185.nxml
4047864	24853415	PMC4047864.nxml	./data/non_comm_use.C-H.xml/Cell_Death_Dis/PMC4047864.nxml
3670410	24058844	PMC3670410.nxml	./data/non_comm_use.O-Z.xml/Worm/PMC3670410.nxml
5539342	28749455	PMC5539342.nxml	./data/non_comm_use.C-H.xml/Clin_Transl_Gastroenterol/PMC5539342.nxml
3137946	21808627	PMC3137946.nxml	./data/non_comm_use.C-H.xml/Front_Psychol/PMC3137946.nxml
5714186	27264439	PMC5714186.nxml	./data/non_comm_use.C-H.xml/Dalton_Trans/PMC5714186.nxml
3062099	21441996	PMC3062099.nxml	./data/non_comm_use.C-H.xml/Front_Neuroanat/PMC3062099.nxml
3436581	22654104	PMC3436581.nxml	./data/non_comm_use.I-N.xml/J_Biol_Chem/PMC3436581.nxml
6156804	30263929	PMC6156804.nxml	./data/non_comm_use.A-B.xml/Alzheimers_Dement_(Amst)/PMC6156804.nxml
3822965	22435405	PMC3822965.nxml	./data/non_comm_use.I-N.xml/J_Cell_Mol_Med/PMC3822965.nxml
3309449	22457687	PMC3309449.nxml	./data/non_comm_use.A-B.xml/Arch_Med_Sci/PMC3309449.nxml
3600757	23835938	PMC3600757.nxml	./data/non_comm_use.C-H.xml/CPT_Pharmacometrics_Syst_Pharmacol/PMC3600757.nxml
2408940	18339640	PMC2408940.nxml	./data/non_comm_use.A-B.xml/Brain/PMC2408940.nxml
2173407	12034772	PMC2173407.nxml	./data/non_comm_use.I-N.xml/J_Cell_Biol/PMC2173407.nxml
3078751	21519392	PMC3078751.nxml	./data/non_comm_use.C-H.xml/Front_Hum_Neurosci/PMC3078751.nxml
3097886	21414995	PMC3097886.nxml	./data/non_comm_use.A-B.xml/Brain/PMC3097886.nxml
5065669	27795944	PMC5065669.nxml	./data/non_comm_use.O-Z.xml/World_J_Orthop/PMC5065669.nxml
3134769	21318261	PMC3134769.nxml	./data/non_comm_use.C-H.xml/Cell_Mol_Life_Sci/PMC3134769.nxml
3753153	23990720	PMC3753153.nxml	./data/non_comm_use.I-N.xml/Int_J_Nanomedicine/PMC3753153.nxml
3082737	21541304	PMC3082737.nxml	./data/non_comm_use.C-H.xml/Front_Neuroanat/PMC3082737.nxml
6234257	30456316	PMC6234257.nxml	./data/non_comm_use.A-B.xml/Biochem_Biophys_Rep/PMC6234257.nxml
3247757	22232582	PMC3247757.nxml	./data/non_comm_use.C-H.xml/Front_Hum_Neurosci/PMC3247757.nxml
3131797	21772818	PMC3131797.nxml	./data/non_comm_use.C-H.xml/Front_Pharmacol/PMC3131797.nxml
3212802	22017878	PMC3212802.nxml	./data/non_comm_use.C-H.xml/Chem_Cent_J/PMC3212802.nxml
3210361	21603893	PMC3210361.nxml	./data/non_comm_use.O-Z.xml/Psychopharmacology_(Berl)/PMC3210361.nxml
3622021	22836882	PMC3622021.nxml	./data/non_comm_use.I-N.xml/J_Mol_Neurosci/PMC3622021.nxml
4452750	26009573	PMC4452750.nxml	./data/non_comm_use.A-B.xml/BMJ_Open/PMC4452750.nxml
5900550	29614653	PMC5900550.nxml	./data/non_comm_use.I-N.xml/J_Alzheimers_Dis/PMC5900550.nxml
3222779	21997635	PMC3222779.nxml	./data/non_comm_use.I-N.xml/Nat_Biotechnol/PMC3222779.nxml
3341596	22535789	PMC3341596.nxml	./data/non_comm_use.A-B.xml/BMJ_Open/PMC3341596.nxml
3938851	24474199	PMC3938851.nxml	./data/non_comm_use.O-Z.xml/Protein_Cell/PMC3938851.nxml
3242505	22032326	PMC3242505.nxml	./data/non_comm_use.A-B.xml/Biochem_J/PMC3242505.nxml
3250970	22275888	PMC3250970.nxml	./data/non_comm_use.C-H.xml/Front_Integr_Neurosci/PMC3250970.nxml
4024604	24833687	PMC4024604.nxml	./data/non_comm_use.A-B.xml/BMJ_Open/PMC4024604.nxml
4346988	25745454	PMC4346988.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC4346988.nxml
3316984	22530075	PMC3316984.nxml	./data/non_comm_use.O-Z.xml/Oxid_Med_Cell_Longev/PMC3316984.nxml
3207327	22065951	PMC3207327.nxml	./data/non_comm_use.C-H.xml/Front_Integr_Neurosci/PMC3207327.nxml
6159632	30480230	PMC6159632.nxml	./data/non_comm_use.I-N.xml/J_Alzheimers_Dis_Rep/PMC6159632.nxml
3823092	21352476	PMC3823092.nxml	./data/non_comm_use.I-N.xml/J_Cell_Mol_Med/PMC3823092.nxml
4435708	26000326	PMC4435708.nxml	./data/non_comm_use.A-B.xml/Ann_Clin_Transl_Neurol/PMC4435708.nxml
5695389	29101136	PMC5695389.nxml	./data/non_comm_use.A-B.xml/BMJ_Open/PMC5695389.nxml
5837360	29228214	PMC5837360.nxml	./data/non_comm_use.A-B.xml/Brain/PMC5837360.nxml
5607835	28966655	PMC5607835.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC5607835.nxml
3979693	24729694	PMC3979693.nxml	./data/non_comm_use.C-H.xml/Clin_Interv_Aging/PMC3979693.nxml
5870018	29562535	PMC5870018.nxml	./data/non_comm_use.I-N.xml/J_Alzheimers_Dis/PMC5870018.nxml
4218872	24865108	PMC4218872.nxml	./data/non_comm_use.I-N.xml/Mol_Pharm/PMC4218872.nxml
3852486	24324691	PMC3852486.nxml	./data/non_comm_use.O-Z.xml/PLoS_One/PMC3852486.nxml
6132446	30039193	PMC6132446.nxml	./data/non_comm_use.I-N.xml/Mol_Diagn_Ther/PMC6132446.nxml
5870002	29036830	PMC5870002.nxml	./data/non_comm_use.I-N.xml/J_Alzheimers_Dis/PMC5870002.nxml
3280383	21728034	PMC3280383.nxml	./data/non_comm_use.I-N.xml/J_Neuroimmune_Pharmacol/PMC3280383.nxml
4032197	24773616	PMC4032197.nxml	./data/non_comm_use.I-N.xml/J_Med_Chem/PMC4032197.nxml
3521924	23251841	PMC3521924.nxml	./data/non_comm_use.O-Z.xml/Saf_Health_Work/PMC3521924.nxml
4489322	25557729	PMC4489322.nxml	./data/non_comm_use.C-H.xml/Exp_Physiol/PMC4489322.nxml
3996816	24747789	PMC3996816.nxml	./data/non_comm_use.A-B.xml/BMJ_Open/PMC3996816.nxml
4853994	27130165	PMC4853994.nxml	./data/non_comm_use.A-B.xml/BMJ_Open/PMC4853994.nxml
5923223	29731655	PMC5923223.nxml	./data/non_comm_use.I-N.xml/J_Inflamm_Res/PMC5923223.nxml
4050357	24936469	PMC4050357.nxml	./data/non_comm_use.O-Z.xml/Stem_Cell_Reports/PMC4050357.nxml
5071667	27061195	PMC5071667.nxml	./data/non_comm_use.C-H.xml/Genet_Epidemiol/PMC5071667.nxml
4257991	25269675	PMC4257991.nxml	./data/non_comm_use.I-N.xml/J_Genet_Genomics/PMC4257991.nxml
4331606	25556159	PMC4331606.nxml	./data/non_comm_use.A-B.xml/Acta_Neuropathol/PMC4331606.nxml
4051723	24926406	PMC4051723.nxml	./data/non_comm_use.I-N.xml/J_Mov_Disord/PMC4051723.nxml
5932568	29506241	PMC5932568.nxml	./data/non_comm_use.C-H.xml/Hum_Mol_Genet/PMC5932568.nxml
3984447	24818075	PMC3984447.nxml	./data/non_comm_use.I-N.xml/Neuroimage_Clin/PMC3984447.nxml
6275464	30426733	PMC6275464.nxml	./data/non_comm_use.C-H.xml/Eur_J_Histochem/PMC6275464.nxml
4121519	25072694	PMC4121519.nxml	./data/non_comm_use.I-N.xml/Mol_Ther_Nucleic_Acids/PMC4121519.nxml
6057694	30276316	PMC6057694.nxml	./data/non_comm_use.A-B.xml/Brain_Circ/PMC6057694.nxml
4437470	25866157	PMC4437470.nxml	./data/non_comm_use.O-Z.xml/Stem_Cell_Reports/PMC4437470.nxml
5641845	29067157	PMC5641845.nxml	./data/non_comm_use.C-H.xml/Frontline_Gastroenterol/PMC5641845.nxml
4737275	26648450	PMC4737275.nxml	./data/non_comm_use.A-B.xml/Biofactors/PMC4737275.nxml
4090620	25008537	PMC4090620.nxml	./data/non_comm_use.O-Z.xml/Sci_Rep/PMC4090620.nxml
4171740	24439297	PMC4171740.nxml	./data/non_comm_use.I-N.xml/Lancet/PMC4171740.nxml
4066902	24410358	PMC4066902.nxml	./data/non_comm_use.I-N.xml/J_Phys_Chem_B/PMC4066902.nxml
4200709	25337105	PMC4200709.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC4200709.nxml
1331981	16424920	PMC1331981.nxml	./data/non_comm_use.O-Z.xml/PLoS_Pathog/PMC1331981.nxml
5870765	28651363	PMC5870765.nxml	./data/non_comm_use.A-B.xml/Bioinformatics/PMC5870765.nxml
3849173	24348042	PMC3849173.nxml	./data/non_comm_use.O-Z.xml/Ther_Clin_Risk_Manag/PMC3849173.nxml
3883424	24592317	PMC3883424.nxml	./data/non_comm_use.C-H.xml/F1000Prime_Rep/PMC3883424.nxml
4403737	24870542	PMC4403737.nxml	./data/non_comm_use.I-N.xml/Nature/PMC4403737.nxml
4318698	25023145	PMC4318698.nxml	./data/non_comm_use.I-N.xml/Mol_Psychiatry/PMC4318698.nxml
4930908	27382356	PMC4930908.nxml	./data/non_comm_use.I-N.xml/Korean_J_Physiol_Pharmacol/PMC4930908.nxml
3570037	23440401	PMC3570037.nxml	./data/non_comm_use.O-Z.xml/Tremor_Other_Hyperkinet_Mov_(N_Y)/PMC3570037.nxml
4200065	25336956	PMC4200065.nxml	./data/non_comm_use.I-N.xml/Neuropsychiatr_Dis_Treat/PMC4200065.nxml
5649449	29089974	PMC5649449.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC5649449.nxml
5383125	27756121	PMC5383125.nxml	./data/non_comm_use.I-N.xml/J_Neurogastroenterol_Motil/PMC5383125.nxml
3500198	15606999	PMC3500198.nxml	./data/non_comm_use.C-H.xml/Hum_Genomics/PMC3500198.nxml
6364626	30746506	PMC6364626.nxml	./data/non_comm_use.I-N.xml/J_Endocr_Soc/PMC6364626.nxml
2171221	16216920	PMC2171221.nxml	./data/non_comm_use.I-N.xml/J_Cell_Biol/PMC2171221.nxml
3322587	22315472	PMC3322587.nxml	./data/non_comm_use.C-H.xml/Gut/PMC3322587.nxml
3576165	22241165	PMC3576165.nxml	./data/non_comm_use.O-Z.xml/Schizophr_Bull/PMC3576165.nxml
5822967	29662803	PMC5822967.nxml	./data/non_comm_use.I-N.xml/J_Orthop_Translat/PMC5822967.nxml
3110959	16702877	PMC3110959.nxml	./data/non_comm_use.C-H.xml/Genet_Med/PMC3110959.nxml
4318015	25695039	PMC4318015.nxml	./data/non_comm_use.I-N.xml/Nephrourol_Mon/PMC4318015.nxml
4230377	25362829	PMC4230377.nxml	./data/non_comm_use.O-Z.xml/Soc_Stud_Sci/PMC4230377.nxml
5865877	28944915	PMC5865877.nxml	./data/non_comm_use.I-N.xml/Mol_Med_Rep/PMC5865877.nxml
2582701	15369630	PMC2582701.nxml	./data/non_comm_use.O-Z.xml/Yale_J_Biol_Med/PMC2582701.nxml
4764144	26718503	PMC4764144.nxml	./data/non_comm_use.C-H.xml/Diabetes/PMC4764144.nxml
4838172	26109590	PMC4838172.nxml	./data/non_comm_use.C-H.xml/Clin_Rehabil/PMC4838172.nxml
3520018	23236262	PMC3520018.nxml	./data/non_comm_use.I-N.xml/Int_J_Med_Sci/PMC3520018.nxml
5953267	29785112	PMC5953267.nxml	./data/non_comm_use.I-N.xml/Neuropsychiatr_Dis_Treat/PMC5953267.nxml
4207196	25044840	PMC4207196.nxml	./data/non_comm_use.I-N.xml/J_Mass_Spectrom/PMC4207196.nxml
4244784	25552848	PMC4244784.nxml	./data/non_comm_use.I-N.xml/J_Neurosci_Rural_Pract/PMC4244784.nxml
3449306	22909302	PMC3449306.nxml	./data/non_comm_use.A-B.xml/ASN_Neuro/PMC3449306.nxml
4718179	26689598	PMC4718179.nxml	./data/non_comm_use.I-N.xml/Inflamm_Bowel_Dis/PMC4718179.nxml
3181813	22034045	PMC3181813.nxml	./data/non_comm_use.C-H.xml/Dialogues_Clin_Neurosci/PMC3181813.nxml
4140551	24841123	PMC4140551.nxml	./data/non_comm_use.A-B.xml/Ann_Neurol/PMC4140551.nxml
5753611	29322101	PMC5753611.nxml	./data/non_comm_use.C-H.xml/Heliyon/PMC5753611.nxml
4175402	25279252	PMC4175402.nxml	./data/non_comm_use.O-Z.xml/Tremor_Other_Hyperkinet_Mov_(N_Y)/PMC4175402.nxml
4078876	24999486	PMC4078876.nxml	./data/non_comm_use.A-B.xml/Ann_Clin_Transl_Neurol/PMC4078876.nxml
3329502	22207351	PMC3329502.nxml	./data/non_comm_use.C-H.xml/Epigenetics/PMC3329502.nxml
3508124	22851136	PMC3508124.nxml	./data/non_comm_use.C-H.xml/Cell_Stress_Chaperones/PMC3508124.nxml
3277912	22347850	PMC3277912.nxml	./data/non_comm_use.C-H.xml/Front_Syst_Neurosci/PMC3277912.nxml
3794528	24130928	PMC3794528.nxml	./data/non_comm_use.A-B.xml/Biomol_Ther_(Seoul)/PMC3794528.nxml
2952365	21206859	PMC2952365.nxml	./data/non_comm_use.I-N.xml/Indian_J_Psychiatry/PMC2952365.nxml
5069684	27665863	PMC5069684.nxml	./data/non_comm_use.I-N.xml/Inorg_Chem/PMC5069684.nxml
5610402	28707964	PMC5610402.nxml	./data/non_comm_use.O-Z.xml/Stem_Cells_Dev/PMC5610402.nxml
5129466	27631195	PMC5129466.nxml	./data/non_comm_use.I-N.xml/J_Neuroendocrinol/PMC5129466.nxml
5760758	29403764	PMC5760758.nxml	./data/non_comm_use.I-N.xml/J_Pharm_Anal/PMC5760758.nxml
4199983	25336920	PMC4199983.nxml	./data/non_comm_use.C-H.xml/Drug_Des_Devel_Ther/PMC4199983.nxml
2173736	12591911	PMC2173736.nxml	./data/non_comm_use.I-N.xml/J_Cell_Biol/PMC2173736.nxml
4701642	26126630	PMC4701642.nxml	./data/non_comm_use.A-B.xml/Arch_Toxicol/PMC4701642.nxml
4351139	25639540	PMC4351139.nxml	./data/non_comm_use.A-B.xml/Behav_Brain_Res/PMC4351139.nxml
5724144	28838901	PMC5724144.nxml	./data/non_comm_use.A-B.xml/BMJ_Open/PMC5724144.nxml
4298906	25624818	PMC4298906.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC4298906.nxml
3377978	22723772	PMC3377978.nxml	./data/non_comm_use.C-H.xml/Front_Behav_Neurosci/PMC3377978.nxml
3372562	22707965	PMC3372562.nxml	./data/non_comm_use.O-Z.xml/Psychiatry_Investig/PMC3372562.nxml
4350116	25774173	PMC4350116.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC4350116.nxml
3468933	23093818	PMC3468933.nxml	./data/non_comm_use.A-B.xml/Acta_Otorhinolaryngol_Ital/PMC3468933.nxml
5569597	28852436	PMC5569597.nxml	./data/non_comm_use.I-N.xml/Iran_J_Basic_Med_Sci/PMC5569597.nxml
4381981	25789431	PMC4381981.nxml	./data/non_comm_use.O-Z.xml/Pain/PMC4381981.nxml
5520765	28751842	PMC5520765.nxml	./data/non_comm_use.C-H.xml/Eur_Heart_J_Suppl/PMC5520765.nxml
5465649	28611822	PMC5465649.nxml	./data/non_comm_use.C-H.xml/Dement_Geriatr_Cogn_Dis_Extra/PMC5465649.nxml
3340941	22557953	PMC3340941.nxml	./data/non_comm_use.C-H.xml/Front_Hum_Neurosci/PMC3340941.nxml
280734	14614771	PMC280734.nxml	./data/non_comm_use.O-Z.xml/Reprod_Biol_Endocrinol/PMC280734.nxml
3572634	23439960	PMC3572634.nxml	./data/non_comm_use.O-Z.xml/Tremor_Other_Hyperkinet_Mov_(N_Y)/PMC3572634.nxml
3271295	22323869	PMC3271295.nxml	./data/non_comm_use.I-N.xml/J_Korean_Med_Sci/PMC3271295.nxml
5858816	29588587	PMC5858816.nxml	./data/non_comm_use.I-N.xml/Int_J_Nanomedicine/PMC5858816.nxml
5895171	29517586	PMC5895171.nxml	./data/non_comm_use.C-H.xml/Curr_Opin_Pulm_Med/PMC5895171.nxml
4200741	25337119	PMC4200741.nxml	./data/non_comm_use.I-N.xml/Neural_Regen_Res/PMC4200741.nxml
3475971	22918538	PMC3475971.nxml	./data/non_comm_use.A-B.xml/Anal_Bioanal_Chem/PMC3475971.nxml
3598093	23504612	PMC3598093.nxml	./data/non_comm_use.I-N.xml/J_Undergrad_Neurosci_Educ/PMC3598093.nxml
3319910	22493583	PMC3319910.nxml	./data/non_comm_use.C-H.xml/Front_Physiol/PMC3319910.nxml
3706955	23470128	PMC3706955.nxml	./data/non_comm_use.A-B.xml/Alzheimers_Res_Ther/PMC3706955.nxml
6053868	30022729	PMC6053868.nxml	./data/non_comm_use.O-Z.xml/Trends_Hear/PMC6053868.nxml
5221417	28039689	PMC5221417.nxml	./data/non_comm_use.I-N.xml/Med_Sci_Monit/PMC5221417.nxml
3788303	24101839	PMC3788303.nxml	./data/non_comm_use.A-B.xml/Ann_Indian_Acad_Neurol/PMC3788303.nxml
3181783	22034070	PMC3181783.nxml	./data/non_comm_use.C-H.xml/Dialogues_Clin_Neurosci/PMC3181783.nxml
3515772	23065460	PMC3515772.nxml	./data/non_comm_use.I-N.xml/J_Neuroimmune_Pharmacol/PMC3515772.nxml
3377955	22723791	PMC3377955.nxml	./data/non_comm_use.C-H.xml/Front_Neurol/PMC3377955.nxml
3732764	23695859	PMC3732764.nxml	./data/non_comm_use.I-N.xml/Neuromolecular_Med/PMC3732764.nxml
2626915	19183779	PMC2626915.nxml	./data/non_comm_use.I-N.xml/Neuropsychiatr_Dis_Treat/PMC2626915.nxml
3337077	22832908	PMC3337077.nxml	./data/non_comm_use.O-Z.xml/Transl_Psychiatry/PMC3337077.nxml
2346606	18276640	PMC2346606.nxml	./data/non_comm_use.I-N.xml/Nucleic_Acids_Res/PMC2346606.nxml
1065053	15566580	PMC1065053.nxml	./data/non_comm_use.C-H.xml/Crit_Care/PMC1065053.nxml
3607227	23168257	PMC3607227.nxml	./data/non_comm_use.C-H.xml/Cell_Rep/PMC3607227.nxml
1074506	15912186	PMC1074506.nxml	./data/non_comm_use.I-N.xml/Int_J_Med_Sci/PMC1074506.nxml
3339720	22557738	PMC3339720.nxml	./data/non_comm_use.I-N.xml/J_Anaesthesiol_Clin_Pharmacol/PMC3339720.nxml
1241320	12515694	PMC1241320.nxml	./data/non_comm_use.C-H.xml/Environ_Health_Perspect/PMC1241320.nxml
1241332	12515692	PMC1241332.nxml	./data/non_comm_use.C-H.xml/Environ_Health_Perspect/PMC1241332.nxml
4480172	26126617	PMC4480172.nxml	./data/non_comm_use.A-B.xml/Ann_Gastroenterol/PMC4480172.nxml
3664389	23616620	PMC3664389.nxml	./data/non_comm_use.O-Z.xml/Pract_Neurol/PMC3664389.nxml
3523162	23304257	PMC3523162.nxml	./data/non_comm_use.O-Z.xml/Oxid_Med_Cell_Longev/PMC3523162.nxml
3678917	23766650	PMC3678917.nxml	./data/non_comm_use.I-N.xml/Neuropsychiatr_Dis_Treat/PMC3678917.nxml
4401288	18031302	PMC4401288.nxml	./data/non_comm_use.I-N.xml/J_Cell_Mol_Med/PMC4401288.nxml
3365368	22704201	PMC3365368.nxml	./data/non_comm_use.C-H.xml/Clin_Epigenetics/PMC3365368.nxml
3409099	23019730	PMC3409099.nxml	./data/non_comm_use.I-N.xml/J_Gen_Physiol/PMC3409099.nxml
3847304	24201802	PMC3847304.nxml	./data/non_comm_use.C-H.xml/Cell_Death_Dis/PMC3847304.nxml
2217662	18047705	PMC2217662.nxml	./data/non_comm_use.A-B.xml/BMC_Bioinformatics/PMC2217662.nxml
2190715	17986462	PMC2190715.nxml	./data/non_comm_use.I-N.xml/Nucleic_Acids_Res/PMC2190715.nxml
324561	14728719	PMC324561.nxml	./data/non_comm_use.I-N.xml/Microb_Cell_Fact/PMC324561.nxml
3615821	23531602	PMC3615821.nxml	./data/non_comm_use.I-N.xml/Mol_Ther_Nucleic_Acids/PMC3615821.nxml
4649803	26664088	PMC4649803.nxml	./data/non_comm_use.I-N.xml/Indian_J_Psychol_Med/PMC4649803.nxml
5084276	27114501	PMC5084276.nxml	./data/non_comm_use.I-N.xml/J_Cell_Biol/PMC5084276.nxml
169183	12892565	PMC169183.nxml	./data/non_comm_use.A-B.xml/Ann_Gen_Hosp_Psychiatry/PMC169183.nxml
6119433	30166303	PMC6119433.nxml	./data/non_comm_use.A-B.xml/BMJ_Open/PMC6119433.nxml
5128350	27909453	PMC5128350.nxml	./data/non_comm_use.O-Z.xml/Psychiatry_Investig/PMC5128350.nxml
4855885	27186540	PMC4855885.nxml	./data/non_comm_use.I-N.xml/J_Med_Signals_Sens/PMC4855885.nxml
5271484	28035917	PMC5271484.nxml	./data/non_comm_use.I-N.xml/J_Alzheimers_Dis/PMC5271484.nxml
5896933	29444958	PMC5896933.nxml	./data/non_comm_use.I-N.xml/Mol_Biol_Cell/PMC5896933.nxml
379314	14975068	PMC379314.nxml	./data/non_comm_use.A-B.xml/Ann_Gen_Hosp_Psychiatry/PMC379314.nxml
153496	12702213	PMC153496.nxml	./data/non_comm_use.A-B.xml/Biomed_Eng_Online/PMC153496.nxml
3501967	22641838	PMC3501967.nxml	./data/non_comm_use.A-B.xml/Brain/PMC3501967.nxml
3895620	24455476	PMC3895620.nxml	./data/non_comm_use.O-Z.xml/Redox_Biol/PMC3895620.nxml
2172014	15452145	PMC2172014.nxml	./data/non_comm_use.I-N.xml/J_Cell_Biol/PMC2172014.nxml
2565424	14640303	PMC2565424.nxml	./data/non_comm_use.I-N.xml/Neural_Plast/PMC2565424.nxml
4974139	27348499	PMC4974139.nxml	./data/non_comm_use.I-N.xml/Nat_Med/PMC4974139.nxml
4859280	27053057	PMC4859280.nxml	./data/non_comm_use.I-N.xml/J_Am_Heart_Assoc/PMC4859280.nxml
4054946	24377429	PMC4054946.nxml	./data/non_comm_use.O-Z.xml/Stem_Cell_Res_Ther/PMC4054946.nxml
2851017	18552728	PMC2851017.nxml	./data/non_comm_use.O-Z.xml/Sci_Pract_Perspect/PMC2851017.nxml
5264366	27836396	PMC5264366.nxml	./data/non_comm_use.C-H.xml/EBioMedicine/PMC5264366.nxml
212280	12967348	PMC212280.nxml	./data/non_comm_use.A-B.xml/BMC_Mol_Biol/PMC212280.nxml
3600733	23835798	PMC3600733.nxml	./data/non_comm_use.C-H.xml/CPT_Pharmacometrics_Syst_Pharmacol/PMC3600733.nxml
3762293	24009841	PMC3762293.nxml	./data/non_comm_use.A-B.xml/Biomol_Ther_(Seoul)/PMC3762293.nxml
2394295	14520474	PMC2394295.nxml	./data/non_comm_use.A-B.xml/Br_J_Cancer/PMC2394295.nxml
4913763	27350776	PMC4913763.nxml	./data/non_comm_use.C-H.xml/Dement_Geriatr_Cogn_Dis_Extra/PMC4913763.nxml
3981261	24765518	PMC3981261.nxml	./data/non_comm_use.C-H.xml/Clin_Pract/PMC3981261.nxml
5893139	22572473	PMC5893139.nxml	./data/non_comm_use.I-N.xml/Neurosignals/PMC5893139.nxml
4337967	25114083	PMC4337967.nxml	./data/non_comm_use.I-N.xml/J_Alzheimers_Dis/PMC4337967.nxml
3144440	21811433	PMC3144440.nxml	./data/non_comm_use.C-H.xml/Front_Neurosci/PMC3144440.nxml
5658202	29045835	PMC5658202.nxml	./data/non_comm_use.C-H.xml/Cell_Rep/PMC5658202.nxml
4360380	25659975	PMC4360380.nxml	./data/non_comm_use.C-H.xml/Chem_Rev/PMC4360380.nxml
3359723	22666519	PMC3359723.nxml	./data/non_comm_use.O-Z.xml/Oxid_Med_Cell_Longev/PMC3359723.nxml
6374747	30513201	PMC6374747.nxml	./data/non_comm_use.A-B.xml/Biochemistry/PMC6374747.nxml
6262498	30515298	PMC6262498.nxml	./data/non_comm_use.I-N.xml/Mult_Scler_J_Exp_Transl_Clin/PMC6262498.nxml
6080097	29046156	PMC6080097.nxml	./data/non_comm_use.C-H.xml/Curr_Neuropharmacol/PMC6080097.nxml
6241504	30474077	PMC6241504.nxml	./data/non_comm_use.I-N.xml/JAMIA_Open/PMC6241504.nxml
3669732	23574805	PMC3669732.nxml	./data/non_comm_use.O-Z.xml/Proc_Jpn_Acad_Ser_B_Phys_Biol_Sci/PMC3669732.nxml
4199853	25336981	PMC4199853.nxml	./data/non_comm_use.C-H.xml/Diabetes_Metab_Syndr_Obes/PMC4199853.nxml
3726925	23250632	PMC3726925.nxml	./data/non_comm_use.C-H.xml/Endocrine/PMC3726925.nxml
4029462	24564885	PMC4029462.nxml	./data/non_comm_use.O-Z.xml/Stem_Cell_Res_Ther/PMC4029462.nxml
3496555	22914969	PMC3496555.nxml	./data/non_comm_use.A-B.xml/Biometals/PMC3496555.nxml
3425888	22928082	PMC3425888.nxml	./data/non_comm_use.O-Z.xml/Oxid_Med_Cell_Longev/PMC3425888.nxml
5409037	27988490	PMC5409037.nxml	./data/non_comm_use.I-N.xml/Int_J_Neuropsychopharmacol/PMC5409037.nxml
4935002	27418825	PMC4935002.nxml	./data/non_comm_use.I-N.xml/Neuropsychiatr_Dis_Treat/PMC4935002.nxml
4970664	27371494	PMC4970664.nxml	./data/non_comm_use.I-N.xml/Neurology/PMC4970664.nxml
4203397	25185119	PMC4203397.nxml	./data/non_comm_use.C-H.xml/Chem_Res_Toxicol/PMC4203397.nxml
3631802	23620650	PMC3631802.nxml	./data/non_comm_use.A-B.xml/Acta_Myol/PMC3631802.nxml
2565419	14640310	PMC2565419.nxml	./data/non_comm_use.I-N.xml/Neural_Plast/PMC2565419.nxml
2394440	14612913	PMC2394440.nxml	./data/non_comm_use.A-B.xml/Br_J_Cancer/PMC2394440.nxml
165579	12795815	PMC165579.nxml	./data/non_comm_use.A-B.xml/BMC_Neurosci/PMC165579.nxml
4879992	27257611	PMC4879992.nxml	./data/non_comm_use.I-N.xml/Mol_Ther_Methods_Clin_Dev/PMC4879992.nxml
5997866	29173175	PMC5997866.nxml	./data/non_comm_use.C-H.xml/Curr_Neuropharmacol/PMC5997866.nxml
3444043	22991584	PMC3444043.nxml	./data/non_comm_use.O-Z.xml/Oxid_Med_Cell_Longev/PMC3444043.nxml
3352955	22564413	PMC3352955.nxml	./data/non_comm_use.I-N.xml/J_Cell_Biol/PMC3352955.nxml
3339285	22563255	PMC3339285.nxml	./data/non_comm_use.I-N.xml/Korean_J_Physiol_Pharmacol/PMC3339285.nxml
1241418	12676589	PMC1241418.nxml	./data/non_comm_use.C-H.xml/Environ_Health_Perspect/PMC1241418.nxml
2531006	15915727	PMC2531006.nxml	./data/non_comm_use.I-N.xml/Med_Hist_Suppl/PMC2531006.nxml
3405554	21606948	PMC3405554.nxml	./data/non_comm_use.O-Z.xml/Pharmacogenomics_J/PMC3405554.nxml
2172877	12682084	PMC2172877.nxml	./data/non_comm_use.I-N.xml/J_Cell_Biol/PMC2172877.nxml
5526098	28758146	PMC5526098.nxml	./data/non_comm_use.A-B.xml/Alzheimers_Dement_(N_Y)/PMC5526098.nxml
2848723	19908082	PMC2848723.nxml	./data/non_comm_use.I-N.xml/J_Neurol/PMC2848723.nxml
4927828	26836171	PMC4927828.nxml	./data/non_comm_use.I-N.xml/J_Alzheimers_Dis/PMC4927828.nxml
3508854	23322976	PMC3508854.nxml	./data/non_comm_use.A-B.xml/Acta_Inform_Med/PMC3508854.nxml
3491285	23162287	PMC3491285.nxml	./data/non_comm_use.I-N.xml/Indian_J_Hum_Genet/PMC3491285.nxml
3311229	22470336	PMC3311229.nxml	./data/non_comm_use.C-H.xml/Front_Neuroinform/PMC3311229.nxml
