pmid,title,keywords,pubyear,jid
28751258,Distinct α-Synuclein strains and implications for heterogeneity among α-Synucleinopathies.,"D000818:Animals;D006801:Humans;D019636:Neurodegenerative Diseases;D066263:Protein Aggregation, Pathological;D011487:Protein Conformation;D051844:alpha-Synuclein",2018,89
28725967,α-Synuclein transfer between neurons and astrocytes indicates that astrocytes play a role in degradation rather than in spreading.,"D000818:Animals;D001253:Astrocytes;D002478:Cells, Cultured;D018920:Coculture Techniques;D018450:Disease Progression;D006624:Hippocampus;D051379:Mice;D009474:Neurons;D010300:Parkinson Disease;D051844:alpha-Synuclein",2018,15
28649610,"Evaluation of the safety and immunomodulatory effects of sargramostim in a randomized, double-blind phase 1 clinical Parkinson's disease trial.",,2017,21
28576704,α-Synuclein fibril-induced inclusion spread in rats and mice correlates with dopaminergic Neurodegeneration.,"D000110:Acetylcholinesterase;D000818:Animals;D003342:Corpus Striatum;D004195:Disease Models, Animal;D004298:Dopamine;D004305:Dose-Response Relationship, Drug;D006801:Humans;D002479:Inclusion Bodies;D051379:Mice;D008809:Mice, Inbred C3H;D008810:Mice, Inbred C57BL;D046529:Microscopy, Electron, Transmission;D019636:Neurodegenerative Diseases;D009474:Neurons;D010751:Phosphopyruvate Hydratase;D051381:Rats;D017207:Rats, Sprague-Dawley;D013378:Substantia Nigra;D014446:Tyrosine 3-Monooxygenase;D051844:alpha-Synuclein;D016875:tau Proteins",2018,89
28552073,Intrastriatal injection of α-synuclein can lead to widespread synucleinopathy independent of neuroanatomic connectivity.,"D000818:Animals;D001921:Brain;D006801:Humans;D051379:Mice;D008822:Mice, Transgenic;D019636:Neurodegenerative Diseases;D051844:alpha-Synuclein",2018,33
28450268,Extensive uptake of α-synuclein oligomers in astrocytes results in sustained intracellular deposits and mitochondrial damage.,"D000818:Animals;D001253:Astrocytes;D018920:Coculture Techniques;D003593:Cytoplasm;D042541:Intracellular Space;D016631:Lewy Bodies;D008810:Mice, Inbred C57BL;D008928:Mitochondria;D009474:Neurons;D009836:Oligodendroglia;D010300:Parkinson Disease;D051844:alpha-Synuclein",2018,228
28439627,"Nigral injection of a proteasomal inhibitor, lactacystin, induces widespread glial cell activation and shows various phenotypes of Parkinson's disease in young and adult mouse.","D000111:Acetylcysteine;D000367:Age Factors;D000818:Animals;D002135:Calcium-Binding Proteins;D015853:Cysteine Proteinase Inhibitors;D004195:Disease Models, Animal;D005552:Forelimb;D005904:Glial Fibrillary Acidic Protein;D005968:Glutamate Decarboxylase;D008297:Male;D051379:Mice;D008810:Mice, Inbred C57BL;D008840:Microfilament Proteins;D008845:Microinjections;D009457:Neuroglia;D018377:Neurotransmitter Agents;D010300:Parkinson Disease;D011597:Psychomotor Performance;D013378:Substantia Nigra;D051843:Synucleins;D014446:Tyrosine 3-Monooxygenase",2018,70
28295625,Oral ambroxol increases brain glucocerebrosidase activity in a nonhuman primate.,"D000284:Administration, Oral;D000551:Ambroxol;D000818:Animals;D001921:Brain;D002491:Central Nervous System Agents;D005962:Glucosylceramidase;D008252:Macaca fascicularis;D008297:Male;D000074286:Preliminary Data;D054821:beta-Hexosaminidase beta Chain",2018,229
28170377,α-synuclein toxicity in neurodegeneration: mechanism and therapeutic strategies.,"D000544:Alzheimer Disease;D016229:Amyloid beta-Peptides;D001343:Autophagy;D001370:Axonal Transport;D004721:Endoplasmic Reticulum;D006056:Golgi Apparatus;D006801:Humans;D020961:Lewy Body Disease;D008247:Lysosomes;D008928:Mitochondria;D058990:Molecular Targeted Therapy;D019578:Multiple System Atrophy;D009474:Neurons;D010300:Parkinson Disease;D066329:Protein Aggregates;D066263:Protein Aggregation, Pathological;D013569:Synapses;D051844:alpha-Synuclein;D016875:tau Proteins",2017,32
28122627,Therapeutic potential of autophagy-enhancing agents in Parkinson's disease.,D000818:Animals;D001343:Autophagy;D006801:Humans;D018696:Neuroprotective Agents;D010300:Parkinson Disease,2017,33
28086931,The release and trans-synaptic transmission of Tau via exosomes.,"D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D000544:Alzheimer Disease;D000818:Animals;D020285:Cryoelectron Microscopy;D018450:Disease Progression;D004797:Enzyme-Linked Immunosorbent Assay;D055354:Exosomes;D005260:Female;D005434:Flow Cytometry;D005455:Fluorescent Antibody Technique;D006801:Humans;D008297:Male;D051379:Mice;D046210:Microfluidic Analytical Techniques;D018625:Microscopy, Atomic Force;D008875:Middle Aged;D009474:Neurons;D021381:Protein Transport;D051381:Rats;D024801:Tauopathies;D016875:tau Proteins",2017,33
28049533,Inflammatory pre-conditioning restricts the seeded induction of α-synuclein pathology in wild type mice.,"D000818:Animals;D004195:Disease Models, Animal;D004797:Enzyme-Linked Immunosorbent Assay;D005911:Gliosis;D006624:Hippocampus;D007150:Immunohistochemistry;D007249:Inflammation;D015850:Interleukin-6;D051379:Mice;D008822:Mice, Transgenic;D019636:Neurodegenerative Diseases;D051844:alpha-Synuclein",2017,33
28012041,Brain-to-stomach transfer of α-synuclein via vagal preganglionic projections.,"D000818:Animals;D001339:Autonomic Fibers, Preganglionic;D001921:Brain;D002795:Choline O-Acetyltransferase;D005260:Female;D005753:Gastric Mucosa;D049452:Green Fluorescent Proteins;D006801:Humans;D009474:Neurons;D009620:Nodose Ganglion;D012333:RNA, Messenger;D051381:Rats;D017207:Rats, Sprague-Dawley;D013997:Time Factors;D014161:Transduction, Genetic;D014630:Vagus Nerve;D051844:alpha-Synuclein",2017,15
27928028,"Mitochondrial pyruvate carrier regulates autophagy, inflammation, and neurodegeneration in experimental models of Parkinson's disease.","D015655:1-Methyl-4-phenylpyridinium;D000818:Animals;D001343:Autophagy;D001522:Behavior, Animal;D001921:Brain;D017173:Caenorhabditis elegans;D004195:Disease Models, Animal;D004298:Dopamine;D059290:Dopaminergic Neurons;D006579:Heterozygote;D006801:Humans;D007249:Inflammation;D008297:Male;D051379:Mice;D008810:Mice, Inbred C57BL;D008928:Mitochondria;D019636:Neurodegenerative Diseases;D009474:Neurons;D010101:Oxygen Consumption;D010300:Parkinson Disease;D011725:Pyridines;D019289:Pyruvic Acid;D015398:Signal Transduction;D013378:Substantia Nigra;D045162:Thiazolidinediones;D051844:alpha-Synuclein",2017,46
27918765,Development of a Biochemical Diagnosis of Parkinson Disease by Detection of α-Synuclein Misfolded Aggregates in Cerebrospinal Fluid.,"D016229:Amyloid beta-Peptides;D001669:Biochemical Phenomena;D003955:Diagnostic Tests, Routine;D005260:Female;D006801:Humans;D066298:In Vitro Techniques;D020961:Lewy Body Disease;D008297:Male;D019578:Multiple System Atrophy;D017063:Outcome Assessment (Health Care);D010300:Parkinson Disease;D010446:Peptide Fragments;D011237:Predictive Value of Tests;D066263:Protein Aggregation, Pathological;D057165:Proteostasis Deficiencies;D012189:Retrospective Studies;D012680:Sensitivity and Specificity;D012720:Severity of Illness Index;D051844:alpha-Synuclein;D016875:tau Proteins",2017,179
27886407,"First-in-human assessment of PRX002, an anti-α-synuclein monoclonal antibody, in healthy volunteers.","D000328:Adult;D061067:Antibodies, Monoclonal, Humanized;D004311:Double-Blind Method;D005260:Female;D064368:Healthy Volunteers;D006801:Humans;D007074:Immunoglobulin G;D007262:Infusions, Intravenous;D008297:Male;D008875:Middle Aged;D055815:Young Adult;D051844:alpha-Synuclein",2017,28
27865851,Pathological α-synuclein exacerbates the progression of Parkinson's disease through microglial activation.,D018450:Disease Progression;D059290:Dopaminergic Neurons;D006801:Humans;D017628:Microglia;D015213:Neuroimmunomodulation;D018384:Oxidative Stress;D010300:Parkinson Disease;D010587:Phagocytosis;D015398:Signal Transduction;D051844:alpha-Synuclein,2017,230
27733604,Monomeric Alpha-Synuclein Exerts a Physiological Role on Brain ATP Synthase.,"D000255:Adenosine Triphosphate;D000818:Animals;D001253:Astrocytes;D001921:Brain;D002478:Cells, Cultured;D004734:Energy Metabolism;D053078:Membrane Potential, Mitochondrial;D051379:Mice;D008810:Mice, Inbred C57BL;D018345:Mice, Knockout;D008928:Mitochondria;D025261:Mitochondrial Proton-Translocating ATPases;D009243:NAD;D010101:Oxygen Consumption;D056811:Unfolded Protein Response;D051844:alpha-Synuclein",2017,49
27708076,Pathological α-synuclein transmission initiated by binding lymphocyte-activation gene 3.,"D000818:Animals;D015703:Antigens, CD;D059290:Dopaminergic Neurons;D004705:Endocytosis;D006801:Humans;D051379:Mice;D008822:Mice, Transgenic;D010300:Parkinson Disease;D011485:Protein Binding;D021381:Protein Transport;D051844:alpha-Synuclein",2017,18
27628239,α-Synuclein is a Novel Microtubule Dynamase.,"D006801:Humans;D008870:Microtubules;D010300:Parkinson Disease;D066263:Protein Aggregation, Pathological;D011485:Protein Binding;D017510:Protein Folding;D055503:Protein Multimerization;D014404:Tubulin;D051844:alpha-Synuclein",2018,24
27622765,Alpha-Synuclein Proteins Promote Pro-Inflammatory Cascades in Microglia: Stronger Effects of the A53T Mutant.,"D019943:Amino Acid Substitution;D000818:Animals;D002478:Cells, Cultured;D015870:Gene Expression;D006801:Humans;D007249:Inflammation;D018836:Inflammation Mediators;D051379:Mice;D017628:Microglia;D050505:Mutant Proteins;D010300:Parkinson Disease;D017354:Point Mutation;D017382:Reactive Oxygen Species;D015398:Signal Transduction;D051844:alpha-Synuclein",2017,68
27541985,Impairment of chaperone-mediated autophagy induces dopaminergic neurodegeneration in rats.,"D000818:Animals;D001343:Autophagy;D001522:Behavior, Animal;D000229:Dependovirus;D059290:Dopaminergic Neurons;D015536:Down-Regulation;D005260:Female;D020868:Gene Silencing;D005822:Genetic Vectors;D052119:Lysosomal-Associated Membrane Protein 2;D018832:Molecular Chaperones;D017072:Neostriatum;D009410:Nerve Degeneration;D010641:Phenotype;D034741:RNA, Small Interfering;D017208:Rats, Wistar;D000071456:Sequestosome-1 Protein;D013378:Substantia Nigra;D014161:Transduction, Genetic;D025801:Ubiquitin;D014617:Vacuoles;D051844:alpha-Synuclein",2017,231
27503075,Widespread transneuronal propagation of α-synucleinopathy triggered in olfactory bulb mimics prodromal Parkinson's disease.,"D000818:Animals;D004195:Disease Models, Animal;D018450:Disease Progression;D005260:Female;D016631:Lewy Bodies;D051379:Mice;D008810:Mice, Inbred C57BL;D009434:Neural Pathways;D009830:Olfactory Bulb;D066208:Olfactory Tubercle;D010300:Parkinson Disease;D066263:Protein Aggregation, Pathological;D051844:alpha-Synuclein",2017,232
27192565,"Lag-3, Tim-3, and TIGIT: Co-inhibitory Receptors with Specialized Functions in Immune Regulation.","D000818:Animals;D015703:Antigens, CD;D060908:CTLA-4 Antigen;D000072597:Hepatitis A Virus Cellular Receptor 2;D006801:Humans;D007108:Immune Tolerance;D008213:Lymphocyte Activation;D061026:Programmed Cell Death 1 Receptor;D020239:Receptor Cross-Talk;D011971:Receptors, Immunologic;D015398:Signal Transduction;D013601:T-Lymphocytes",2017,91
27107797,Microglial phenotypes in Parkinson's disease and animal models of the disease.,"D000818:Animals;D004195:Disease Models, Animal;D006801:Humans;D017628:Microglia;D010300:Parkinson Disease;D010641:Phenotype",2018,84
27075649,Structural and functional properties of prefibrillar α-synuclein oligomers.,"D045744:Cell Line, Tumor;D002470:Cell Survival;D006801:Humans;D046911:Macromolecular Substances;D008853:Microscopy;D009474:Neurons;D011487:Protein Conformation;D055503:Protein Multimerization;D051844:alpha-Synuclein",2017,24
27030592,Oligomeropathies and pathogenesis of Alzheimer and Parkinson's diseases.,D000544:Alzheimer Disease;D016229:Amyloid beta-Peptides;D000818:Animals;D006801:Humans;D010300:Parkinson Disease;D057165:Proteostasis Deficiencies;D051844:alpha-Synuclein,2017,28
27018801,Solid-state NMR structure of a pathogenic fibril of full-length human α-synuclein.,"D000595:Amino Acid Sequence;D000682:Amyloid;D000818:Animals;D002478:Cells, Cultured;D006801:Humans;D006860:Hydrogen Bonding;D016631:Lewy Bodies;D051379:Mice;D009474:Neurons;D019906:Nuclear Magnetic Resonance, Biomolecular;D010300:Parkinson Disease;D000072417:Protein Domains;D017510:Protein Folding;D020836:Protein Structure, Quaternary;D017433:Protein Structure, Secondary;D051844:alpha-Synuclein",2017,233
26989132,Ca2+ is a key factor in α-synuclein-induced neurotoxicity.,"D019943:Amino Acid Substitution;D000818:Animals;D001253:Astrocytes;D002118:Calcium;D020013:Calcium Signaling;D016923:Cell Death;D002478:Cells, Cultured;D020125:Mutation, Missense;D009474:Neurons;D010300:Parkinson Disease;D017510:Protein Folding;D055503:Protein Multimerization;D051381:Rats;D017207:Rats, Sprague-Dawley;D051844:alpha-Synuclein",2017,234
26915902,Intracellular soluble α-synuclein oligomers reduce pyramidal cell excitability.,"D000200:Action Potentials;D000818:Animals;D006801:Humans;D007424:Intracellular Fluid;D008297:Male;D051379:Mice;D008810:Mice, Inbred C57BL;D009924:Organ Culture Techniques;D017966:Pyramidal Cells;D051844:alpha-Synuclein",2017,235
26858591,Is Alpha-Synuclein Loss-of-Function a Contributor to Parkinsonian Pathology? Evidence from Non-human Primates.,Parkinson's disease;alpha-synuclein;dopamine;non-human primates;substantia nigra,2016,8
26808901,Parkinson's disease: Disorder in the court.,D006801:Humans;D042541:Intracellular Space;D051844:alpha-Synuclein,2016,13
26808899,Structural disorder of monomeric α-synuclein persists in mammalian cells.,"D000107:Acetylation;D002460:Cell Line;D003593:Cytoplasm;D004578:Electron Spin Resonance Spectroscopy;D006367:HeLa Cells;D006801:Humans;D042541:Intracellular Space;D009474:Neurons;D019906:Nuclear Magnetic Resonance, Biomolecular;D011487:Protein Conformation;D051844:alpha-Synuclein",2016,13
26799377,Stabilization of α-Synuclein Fibril Clusters Prevents Fragmentation and Reduces Seeding Activity and Toxicity.,"D000544:Alzheimer Disease;D000682:Amyloid;D006801:Humans;D010300:Parkinson Disease;D066263:Protein Aggregation, Pathological;D017510:Protein Folding;D055550:Protein Stability;D051844:alpha-Synuclein",2016,236
26782965,Oligomeric and phosphorylated alpha-synuclein as potential CSF biomarkers for Parkinson's disease.,D000368:Aged;D000544:Alzheimer Disease;D016229:Amyloid beta-Peptides;D000818:Animals;D015415:Biomarkers;D001921:Brain;D005260:Female;D006801:Humans;D008297:Male;D008875:Middle Aged;D010300:Parkinson Disease;D010766:Phosphorylation;D055503:Protein Multimerization;D051844:alpha-Synuclein;D016875:tau Proteins,2016,33
26769968,Stimulating the Release of Exosomes Increases the Intercellular Transfer of Prions.,D000814:Aniline Compounds;D000818:Animals;D001597:Benzylidene Compounds;D002460:Cell Line;D002462:Cell Membrane;D055354:Exosomes;D051379:Mice;D008985:Monensin;D011328:Prions;D055550:Protein Stability;D021381:Protein Transport;D011817:Rabbits,2016,100
26761717,Nanoparticles restore lysosomal acidification defects: Implications for Parkinson and other lysosomal-related diseases.,"D015655:1-Methyl-4-phenylpyridinium;D000143:Acids;D000468:Alkalies;D000818:Animals;D016923:Cell Death;D059290:Dopaminergic Neurons;D006801:Humans;D006863:Hydrogen-Ion Concentration;D007276:Injections, Intraventricular;D019344:Lactic Acid;D016464:Lysosomal Storage Diseases;D008247:Lysosomes;D051379:Mice;D008954:Models, Biological;D008957:Models, Genetic;D053758:Nanoparticles;D017072:Neostriatum;D009410:Nerve Degeneration;D010300:Parkinson Disease;D011100:Polyglycolic Acid;D000077182:Polylactic Acid-Polyglycolic Acid Copolymer",2016,231
26704735,Development of Passive Immunotherapies for Synucleinopathies.,"D000818:Animals;D004195:Disease Models, Animal;D007116:Immunization, Passive;D020961:Lewy Body Disease;D019578:Multiple System Atrophy;D010300:Parkinson Disease;D051844:alpha-Synuclein",2016,28
26647156,Induction of α-synuclein aggregate formation by CSF exosomes from patients with Parkinson's disease and dementia with Lewy bodies.,D002555:Cerebrospinal Fluid;D015331:Cohort Studies;D003430:Cross-Sectional Studies;D055354:Exosomes;D005260:Female;D005500:Follow-Up Studies;D006801:Humans;D020961:Lewy Body Disease;D008137:Longitudinal Studies;D008297:Male;D010300:Parkinson Disease;D066329:Protein Aggregates;D051844:alpha-Synuclein,2016,36
26576561,Age-dependent defects of alpha-synuclein oligomer uptake in microglia and monocytes.,"D000375:Aging;D000818:Animals;D002478:Cells, Cultured;D002850:Chromatography, Gel;D004797:Enzyme-Linked Immunosorbent Assay;D055354:Exosomes;D005260:Female;D005434:Flow Cytometry;D006801:Humans;D015151:Immunoblotting;D051379:Mice;D017628:Microglia;D009000:Monocytes;D010300:Parkinson Disease;D010587:Phagocytosis;D051844:alpha-Synuclein",2016,15
26436904,Depletion of microglia and inhibition of exosome synthesis halt tau propagation.,"D000544:Alzheimer Disease;D000818:Animals;D004195:Disease Models, Animal;D018728:Entorhinal Cortex;D055354:Exosomes;D006624:Hippocampus;D008297:Male;D008822:Mice, Transgenic;D017628:Microglia;D009474:Neurons;D016875:tau Proteins",2016,51
26352473,Structure of the toxic core of α-synuclein from invisible crystals.,"D000682:Amyloid;D020285:Cryoelectron Microscopy;D004583:Electrons;D006801:Humans;D016631:Lewy Bodies;D008958:Models, Molecular;D053758:Nanoparticles;D010300:Parkinson Disease;D017434:Protein Structure, Tertiary;D012542:Scattering, Radiation;D051844:alpha-Synuclein",2015,13
26347034,Alpha-synuclein propagation: New insights from animal models.,"D000818:Animals;D004195:Disease Models, Animal;D019636:Neurodegenerative Diseases;D051844:alpha-Synuclein",2016,28
26324905,Evidence for α-synuclein prions causing multiple system atrophy in humans with parkinsonism.,"D000368:Aged;D000818:Animals;D001921:Brain;D005091:Exons;D005260:Female;D057809:HEK293 Cells;D006801:Humans;D007150:Immunohistochemistry;D008297:Male;D051379:Mice;D008822:Mice, Transgenic;D008856:Microscopy, Fluorescence;D008875:Middle Aged;D019578:Multiple System Atrophy;D019636:Neurodegenerative Diseases;D020734:Parkinsonian Disorders;D010766:Phosphorylation;D020641:Polymorphism, Single Nucleotide;D011328:Prions;D014451:Ubiquinone;D051844:alpha-Synuclein",2016,12
26323479,α-synuclein assemblies sequester neuronal α3-Na+/K+-ATPase and impair Na+ gradient.,D006429:Hemiplegia;D006801:Humans;D046912:Multiprotein Complexes;D009154:Mutation;D009474:Neurons;D020734:Parkinsonian Disorders;D000254:Sodium-Potassium-Exchanging ATPase;D051844:alpha-Synuclein,2016,237
26286986,Propagation of prions causing synucleinopathies in cultured cells.,D000818:Animals;D057809:HEK293 Cells;D006801:Humans;D051379:Mice;D019636:Neurodegenerative Diseases;D011328:Prions;D051844:alpha-Synuclein,2016,12
26260853,Active immunization therapies for Parkinson's disease and multiple system atrophy.,D000818:Animals;D006801:Humans;D019578:Multiple System Atrophy;D010300:Parkinson Disease;D014611:Vaccination;D051844:alpha-Synuclein,2016,28
26221742,The ubiquitin proteasome system as a potential therapeutic target for treatment of neurodegenerative diseases.,"D000818:Animals;D001921:Brain;D006801:Humans;D008959:Models, Neurological;D058990:Molecular Targeted Therapy;D009419:Nerve Tissue Proteins;D019636:Neurodegenerative Diseases;D018696:Neuroprotective Agents;D046988:Proteasome Endopeptidase Complex;D043743:Ubiquitin-Protein Ligase Complexes;D014452:Ubiquitins",2016,238
26181201,Aggregated α-synuclein and complex I deficiency: exploration of their relationship in differentiated neurons.,"D000818:Animals;D042967:Electron Transport Complex I;D006801:Humans;D053078:Membrane Potential, Mitochondrial;D051379:Mice;D008928:Mitochondria;D028361:Mitochondrial Diseases;D009154:Mutation;D009474:Neurons;D018384:Oxidative Stress;D010300:Parkinson Disease;D066263:Protein Aggregation, Pathological;D017382:Reactive Oxygen Species;D051844:alpha-Synuclein",2016,239
26093169,Intrastriatal injection of pre-formed mouse α-synuclein fibrils into rats triggers α-synuclein pathology and bilateral nigrostriatal degeneration.,"D000818:Animals;D003342:Corpus Striatum;D004195:Disease Models, Animal;D059290:Dopaminergic Neurons;D008297:Male;D051379:Mice;D009043:Motor Activity;D009410:Nerve Degeneration;D051381:Rats;D017207:Rats, Sprague-Dawley;D013378:Substantia Nigra;D014828:Vocalization, Animal;D051844:alpha-Synuclein",2016,89
26076669,Parkinson-causing α-synuclein missense mutations shift native tetramers to monomers as a mechanism for disease initiation.,"D000818:Animals;D001921:Brain;D004797:Enzyme-Linked Immunosorbent Assay;D006801:Humans;D015151:Immunoblotting;D007150:Immunohistochemistry;D057026:Induced Pluripotent Stem Cells;D051379:Mice;D020125:Mutation, Missense;D009474:Neurons;D010300:Parkinson Disease;D020836:Protein Structure, Quaternary;D051381:Rats;D017207:Rats, Sprague-Dawley;D051844:alpha-Synuclein",2016,30
26075822,shRNA targeting α-synuclein prevents neurodegeneration in a Parkinson's disease model.,"D000818:Animals;D004195:Disease Models, Animal;D059290:Dopaminergic Neurons;D055785:Gene Knockdown Techniques;D008297:Male;D009410:Nerve Degeneration;D020734:Parkinsonian Disorders;D012333:RNA, Messenger;D034741:RNA, Small Interfering;D051381:Rats;D011917:Rats, Inbred Lew;D055647:Rats, Transgenic;D012402:Rotenone;D013378:Substantia Nigra;D051844:alpha-Synuclein",2015,240
26061766,α-Synuclein strains cause distinct synucleinopathies after local and systemic administration.,"D000818:Animals;D001812:Blood-Brain Barrier;D001921:Brain;D005260:Female;D006801:Humans;D020961:Lewy Body Disease;D019578:Multiple System Atrophy;D010300:Parkinson Disease;D010641:Phenotype;D051381:Rats;D017208:Rats, Wistar;D013378:Substantia Nigra;D013569:Synapses;D051844:alpha-Synuclein",2015,13
26050140,Targeting α-synuclein for treatment of Parkinson's disease: mechanistic and therapeutic considerations.,D000818:Animals;D055808:Drug Discovery;D006801:Humans;D010300:Parkinson Disease;D051844:alpha-Synuclein,2015,44
25983062,P2X7 receptor is critical in α-synuclein--mediated microglial NADPH oxidase activation.,"D000818:Animals;D016923:Cell Death;D002478:Cells, Cultured;D059290:Dopaminergic Neurons;D004789:Enzyme Activation;D008297:Male;D008562:Membrane Glycoproteins;D008810:Mice, Inbred C57BL;D017628:Microglia;D058990:Molecular Targeted Therapy;D009154:Mutation;D000074662:NADPH Oxidase 2;D019255:NADPH Oxidases;D018384:Oxidative Stress;D010300:Parkinson Disease;D019869:Phosphatidylinositol 3-Kinases;D051057:Proto-Oncogene Proteins c-akt;D058486:Receptors, Purinergic P2X7;D015398:Signal Transduction;D051844:alpha-Synuclein",2016,87
25855634,Structural characterization of toxic oligomers that are kinetically trapped during α-synuclein fibril formation.,"D000682:Amyloid;D020285:Cryoelectron Microscopy;D057927:Hydrophobic and Hydrophilic Interactions;D021621:Imaging, Three-Dimensional;D008958:Models, Molecular;D008970:Molecular Weight;D055503:Protein Multimerization;D017433:Protein Structure, Secondary;D051844:alpha-Synuclein",2015,12
25853980,Neuron-to-neuron α-synuclein propagation in vivo is independent of neuronal injury.,"D000818:Animals;D001921:Brain;D004195:Disease Models, Animal;D005260:Female;D018014:Gene Transfer Techniques;D006801:Humans;D008526:Medulla Oblongata;D009410:Nerve Degeneration;D009434:Neural Pathways;D009474:Neurons;D010300:Parkinson Disease;D051381:Rats;D017207:Rats, Sprague-Dawley;D051844:alpha-Synuclein",2016,241
25825709,"α-Synuclein, a chemoattractant, directs microglial migration via H2O2-dependent Lyn phosphorylation.","D000818:Animals;D000831:Animals, Newborn;D039481:CD11b Antigen;D002465:Cell Movement;D002478:Cells, Cultured;D002630:Chemotactic Factors;D051356:Cortactin;D006861:Hydrogen Peroxide;D015151:Immunoblotting;D008562:Membrane Glycoproteins;D008810:Mice, Inbred C57BL;D018345:Mice, Knockout;D017628:Microglia;D018613:Microscopy, Confocal;D000074662:NADPH Oxidase 2;D019255:NADPH Oxidases;D009474:Neurons;D016877:Oxidants;D010766:Phosphorylation;D034622:RNA Interference;D051381:Rats;D015398:Signal Transduction;D051844:alpha-Synuclein;D019061:src-Family Kinases",2015,12
25816357,Seeking a mechanism for the toxicity of oligomeric α-synuclein.,"D000682:Amyloid;D000818:Animals;D006801:Humans;D009154:Mutation;D019636:Neurodegenerative Diseases;D066263:Protein Aggregation, Pathological;D055503:Protein Multimerization;D051844:alpha-Synuclein",2016,242
25659148,Identification of synaptosomal proteins binding to monomeric and oligomeric α-synuclein.,D000818:Animals;D001921:Brain;D006801:Humans;D009419:Nerve Tissue Proteins;D011485:Protein Binding;D055503:Protein Multimerization;D040901:Proteomics;D013552:Swine;D013574:Synaptosomes;D051844:alpha-Synuclein,2016,68
25658425,Anti-human α-synuclein N-terminal peptide antibody protects against dopaminergic cell death and ameliorates behavioral deficits in an AAV-α-synuclein rat model of Parkinson's disease.,"D000704:Analysis of Variance;D000818:Animals;D000906:Antibodies;D001522:Behavior, Animal;D016923:Cell Death;D000229:Dependovirus;D059290:Dopaminergic Neurons;D005822:Genetic Vectors;D049452:Green Fluorescent Proteins;D006801:Humans;D007150:Immunohistochemistry;D007167:Immunotherapy;D007274:Injections, Intraperitoneal;D010300:Parkinson Disease;D051381:Rats;D013378:Substantia Nigra;D051844:alpha-Synuclein",2016,68
25451814,Serotonin stimulates secretion of exosomes from microglia cells.,"D000818:Animals;D002460:Cell Line;D018920:Coculture Techniques;D055354:Exosomes;D051379:Mice;D017628:Microglia;D009474:Neurons;D044402:Receptor, Serotonin, 5-HT2A;D044403:Receptor, Serotonin, 5-HT2B;D044422:Receptors, Serotonin, 5-HT4;D012701:Serotonin;D015398:Signal Transduction;D013234:Stem Cells",2015,243
25425650,Acceleration of α-synuclein aggregation by exosomes.,D055354:Exosomes;D005677:G(M1) Ganglioside;D005678:G(M2) Ganglioside;D005679:G(M3) Ganglioside;D006801:Humans;D010300:Parkinson Disease;D010743:Phospholipids;D053835:Unilamellar Liposomes;D051844:alpha-Synuclein,2015,100
25392495,ATP13A2/PARK9 regulates secretion of exosomes and α-synuclein.,D000818:Animals;D002460:Cell Line;D002540:Cerebral Cortex;D056827:Endosomal Sorting Complexes Required for Transport;D055354:Exosomes;D006801:Humans;D008297:Male;D051379:Mice;D009154:Mutation;D009474:Neurons;D020734:Parkinsonian Disorders;D061251:Primary Cell Culture;D006180:Proton-Translocating ATPases;D051844:alpha-Synuclein,2015,49
25363075,Mutual exacerbation of peroxisome proliferator-activated receptor γ coactivator 1α deregulation and α-synuclein oligomerization.,"D000368:Aged;D000369:Aged, 80 and over;D000818:Animals;D002478:Cells, Cultured;D002540:Cerebral Cortex;D004195:Disease Models, Animal;D004622:Embryo, Mammalian;D004791:Enzyme Inhibitors;D005260:Female;D005786:Gene Expression Regulation;D005910:Glioma;D006801:Humans;D018942:Macrolides;D008297:Male;D051379:Mice;D008822:Mice, Transgenic;D008875:Middle Aged;D009474:Neurons;D047495:PPAR gamma;D010300:Parkinson Disease;D000071248:Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha;D012319:RNA Polymerase II;D000077185:Resveratrol;D013267:Stilbenes;D013378:Substantia Nigra;D035181:TATA-Box Binding Protein;D014157:Transcription Factors;D051844:alpha-Synuclein",2015,122
25296989,Direct evidence of Parkinson pathology spread from the gastrointestinal tract to the brain in rats.,"D000818:Animals;D001370:Axonal Transport;D001921:Brain;D045744:Cell Line, Tumor;D004195:Disease Models, Animal;D018450:Disease Progression;D041981:Gastrointestinal Tract;D006801:Humans;D010300:Parkinson Disease;D017207:Rats, Sprague-Dawley;D011994:Recombinant Proteins;D014630:Vagus Nerve;D051844:alpha-Synuclein",2015,15
25112864,Systemic exosomal siRNA delivery reduced alpha-synuclein aggregates in brains of transgenic mice.,"D000818:Animals;D001921:Brain;D045744:Cell Line, Tumor;D003713:Dendritic Cells;D055354:Exosomes;D005786:Gene Expression Regulation;D005822:Genetic Vectors;D006023:Glycoproteins;D006801:Humans;D051379:Mice;D008810:Mice, Inbred C57BL;D008822:Mice, Transgenic;D009154:Mutation;D009447:Neuroblastoma;D010446:Peptide Fragments;D012333:RNA, Messenger;D034741:RNA, Small Interfering;D013997:Time Factors;D014162:Transfection;D014764:Viral Proteins;D051844:alpha-Synuclein",2015,28
